Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
SS49E-58,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-58,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-59,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-59,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-59,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-59,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-59,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-59,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-59,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-60,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-60,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-60,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-60,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-60,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-60,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-60,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-61,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-61,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-61,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-61,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-61,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-61,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-61,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-62,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-62,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-62,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-62,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-62,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-62,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-62,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-63,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-63,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-63,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-63,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-63,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-63,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
P2LBX512ESNDDB49-63,VALVE SOLENOID 24VDC 5/2 WAY 1/4 NPT,PARKER,,PARKER,Parker Hannifin
100-C09EJ01-64,CONTACTOR 9A 24VDC 1NC 3P IEC,,Allen-Bradley,,Rockwell Automation
LC1D25BD-64,CONTACTOR 25A 24VDC 3P TEESYS D,SQUARE D,Schneider Electric,,
6ES7214-1AG40-0XB0-64,SIMATIC S7-1200 CPU 1214C DC/DC/DC 14DI/10DQ/2AI,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
XTCE018C10TD-64,CONTACTOR 18A 24VDC 1NO 3P FRAME C,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP1-10G-10-64,PUSHBUTTON 22MM COMPACT GREEN FLUSH 1NO,ABB,ABB Installation,BALDOR,ABB Inc
14CE2-1-64,COMPACT ENCLOSED SWITCH ROLLER PLUNGER 1M,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PS1-E111-64,PNEUMATIC PRESSURE SWITCH 1-10 BAR DIN CONNECTOR,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140G-G6C3-C50-65,MOLDED CASE CIR BRKR 50A 3P 480V,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
LADN22-65,AUXILIARY CONTACT BLOCK 2NO+2NC TEESYS,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RV2011-1AA10-65,CIR BRKR SIZE S00 FOR MOTOR PROT 0.9-1.25A,SIEMENS,,SIEMENS,Siemens Industry
KTK-R-15-65,CLASS CC FAST ACTING FUSE 15A 600V,,Eaton Bussmann,,Eaton
ACS380-040S-02A6-4-65,MACHINERY DRIVE 1HP 480V 3PH IP20,ABB,ABB Installation,,
AML21BBA2AA-65,PUSHBUTTON PUSH-ON/PUSH-OFF SQUARE ILLUM,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
MA33D-1/4-65,PRESSURE GAUGE 0-160 PSI 1/4 NPT BACK MOUNT,PARKER,Parker Hannifin,PARKER,Parker Hannifin
1756-L83E-66,CONTROLLOGIX 5580 CONTROLLER 10MB,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
TM221CE16R-66,MODICON M221 PLC 16 IO RELAY ETHERNET,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3SE5112-0CD02-66,LIMIT SWITCH METAL ENCLOSURE ROLLER PLUNGER,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
DG1-34012FB-C21C-66,POWERXL DG1 VFD 7.5HP 480V IP21,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
XT2N 125 EKIP LS/I IN=25A-66,TMAX XT2 CIR BRKR 25A 3P 600V,ABB,ABB Installation,BALDOR,ABB Inc
SZL-VL-S-J-66,MINIATURE LIMIT SWITCH CROSS ROLLER PLUNGER,HONEYWELL,,HONEYWELL,Honeywell International
06F22AC-66,PNEUMATIC FILTER 1/4 NPT 5 MICRON COMPACT,,Parker Hannifin,,Parker Hannifin
800T-A1A-67,PUSHBUTTON 30.5MM MOMENTARY BLACK FLUSH,ALLEN BRADLEY,Allen-Bradley,,
XB4BA21-67,PUSHBUTTON 22MM FLUSH BLACK SPRING RETURN,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6SL3210-1KE13-2UB2-67,SINAMICS G120C 1.5KW 400V 3AC PROFINET,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
M22-D-G-67,PUSHBUTTON 22.5MM NON-ILLUM GREEN FLUSH,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
TA25DU-11-67,THERMAL OVERLOAD RELAY 7.5-11A FOR AF09-AF38,ABB,ABB Installation,BALDOR,ABB Inc
MICRO SWITCH BZ-2RW82-A2-67,PREMIUM LARGE BASIC SWITCH SPDT 15A 125V,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
DX1-411-BL49-67,ISO 5599-1 SIZE 1 VALVE 5/2 SINGLE SOLENOID 24VDC,PARKER,Parker Hannifin,PARKER,Parker Hannifin
193-EEB-68,ELECTRONIC OVERLOAD RELAY 1-5A,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
QO120-68,CIR BRKR 20A 1P 120V PLUG-IN 10KA,SQUARE D,,SQUARED,Schneider Electric
3RT2015-1BB41-68,POWER CONTACTOR 7A 24VDC 3P S00 SCREW,,Siemens AG,,Siemens Industry
LPJ-30SP-68,LOW-PEAK TIME DELAY FUSE 30A 600V DUAL ELEM,EATON,Eaton Bussmann,,
EM3558T-68,BALDOR RELIANCE MOTOR 3HP 1800RPM 3PH 56C TEFC,ABB,ABB Installation,BALDOR,ABB Inc
SS49E-68,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-68,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-69,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-69,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-69,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-69,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-69,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-69,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-69,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-70,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-70,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-70,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-70,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-70,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-70,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-70,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-71,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-71,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-71,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-71,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-71,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-71,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-71,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-72,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-72,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-72,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-72,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-72,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-72,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-72,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-73,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-73,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-73,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-73,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-73,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-73,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
P2LBX512ESNDDB49-73,VALVE SOLENOID 24VDC 5/2 WAY 1/4 NPT,PARKER,,PARKER,Parker Hannifin
100-C09EJ01-74,CONTACTOR 9A 24VDC 1NC 3P IEC,,Allen-Bradley,,Rockwell Automation
LC1D25BD-74,CONTACTOR 25A 24VDC 3P TEESYS D,SQUARE D,Schneider Electric,,
6ES7214-1AG40-0XB0-74,SIMATIC S7-1200 CPU 1214C DC/DC/DC 14DI/10DQ/2AI,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
XTCE018C10TD-74,CONTACTOR 18A 24VDC 1NO 3P FRAME C,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP1-10G-10-74,PUSHBUTTON 22MM COMPACT GREEN FLUSH 1NO,ABB,ABB Installation,BALDOR,ABB Inc
14CE2-1-74,COMPACT ENCLOSED SWITCH ROLLER PLUNGER 1M,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PS1-E111-74,PNEUMATIC PRESSURE SWITCH 1-10 BAR DIN CONNECTOR,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140G-G6C3-C50-75,MOLDED CASE CIR BRKR 50A 3P 480V,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
LADN22-75,AUXILIARY CONTACT BLOCK 2NO+2NC TEESYS,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RV2011-1AA10-75,CIR BRKR SIZE S00 FOR MOTOR PROT 0.9-1.25A,SIEMENS,,SIEMENS,Siemens Industry
KTK-R-15-75,CLASS CC FAST ACTING FUSE 15A 600V,,Eaton Bussmann,,Eaton
ACS380-040S-02A6-4-75,MACHINERY DRIVE 1HP 480V 3PH IP20,ABB,ABB Installation,,
AML21BBA2AA-75,PUSHBUTTON PUSH-ON/PUSH-OFF SQUARE ILLUM,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
MA33D-1/4-75,PRESSURE GAUGE 0-160 PSI 1/4 NPT BACK MOUNT,PARKER,Parker Hannifin,PARKER,Parker Hannifin
1756-L83E-76,CONTROLLOGIX 5580 CONTROLLER 10MB,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
TM221CE16R-76,MODICON M221 PLC 16 IO RELAY ETHERNET,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3SE5112-0CD02-76,LIMIT SWITCH METAL ENCLOSURE ROLLER PLUNGER,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
DG1-34012FB-C21C-76,POWERXL DG1 VFD 7.5HP 480V IP21,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
XT2N 125 EKIP LS/I IN=25A-76,TMAX XT2 CIR BRKR 25A 3P 600V,ABB,ABB Installation,BALDOR,ABB Inc
SZL-VL-S-J-76,MINIATURE LIMIT SWITCH CROSS ROLLER PLUNGER,HONEYWELL,,HONEYWELL,Honeywell International
06F22AC-76,PNEUMATIC FILTER 1/4 NPT 5 MICRON COMPACT,,Parker Hannifin,,Parker Hannifin
800T-A1A-77,PUSHBUTTON 30.5MM MOMENTARY BLACK FLUSH,ALLEN BRADLEY,Allen-Bradley,,
XB4BA21-77,PUSHBUTTON 22MM FLUSH BLACK SPRING RETURN,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6SL3210-1KE13-2UB2-77,SINAMICS G120C 1.5KW 400V 3AC PROFINET,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
M22-D-G-77,PUSHBUTTON 22.5MM NON-ILLUM GREEN FLUSH,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
TA25DU-11-77,THERMAL OVERLOAD RELAY 7.5-11A FOR AF09-AF38,ABB,ABB Installation,BALDOR,ABB Inc
MICRO SWITCH BZ-2RW82-A2-77,PREMIUM LARGE BASIC SWITCH SPDT 15A 125V,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
DX1-411-BL49-77,ISO 5599-1 SIZE 1 VALVE 5/2 SINGLE SOLENOID 24VDC,PARKER,Parker Hannifin,PARKER,Parker Hannifin
193-EEB-78,ELECTRONIC OVERLOAD RELAY 1-5A,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
QO120-78,CIR BRKR 20A 1P 120V PLUG-IN 10KA,SQUARE D,,SQUARED,Schneider Electric
3RT2015-1BB41-78,POWER CONTACTOR 7A 24VDC 3P S00 SCREW,,Siemens AG,,Siemens Industry
LPJ-30SP-78,LOW-PEAK TIME DELAY FUSE 30A 600V DUAL ELEM,EATON,Eaton Bussmann,,
EM3558T-78,BALDOR RELIANCE MOTOR 3HP 1800RPM 3PH 56C TEFC,ABB,ABB Installation,BALDOR,ABB Inc
SS49E-78,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-78,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-79,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-79,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-79,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-79,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-79,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-79,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-79,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-80,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-80,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-80,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-80,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-80,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-80,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-80,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-81,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-81,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-81,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-81,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-81,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-81,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-81,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-82,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-82,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-82,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-82,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-82,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-82,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-82,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-83,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-83,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-83,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-83,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-83,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-83,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
P2LBX512ESNDDB49-83,VALVE SOLENOID 24VDC 5/2 WAY 1/4 NPT,PARKER,,PARKER,Parker Hannifin
100-C09EJ01-84,CONTACTOR 9A 24VDC 1NC 3P IEC,,Allen-Bradley,,Rockwell Automation
LC1D25BD-84,CONTACTOR 25A 24VDC 3P TEESYS D,SQUARE D,Schneider Electric,,
6ES7214-1AG40-0XB0-84,SIMATIC S7-1200 CPU 1214C DC/DC/DC 14DI/10DQ/2AI,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
XTCE018C10TD-84,CONTACTOR 18A 24VDC 1NO 3P FRAME C,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP1-10G-10-84,PUSHBUTTON 22MM COMPACT GREEN FLUSH 1NO,ABB,ABB Installation,BALDOR,ABB Inc
14CE2-1-84,COMPACT ENCLOSED SWITCH ROLLER PLUNGER 1M,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PS1-E111-84,PNEUMATIC PRESSURE SWITCH 1-10 BAR DIN CONNECTOR,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140G-G6C3-C50-85,MOLDED CASE CIR BRKR 50A 3P 480V,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
LADN22-85,AUXILIARY CONTACT BLOCK 2NO+2NC TEESYS,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RV2011-1AA10-85,CIR BRKR SIZE S00 FOR MOTOR PROT 0.9-1.25A,SIEMENS,,SIEMENS,Siemens Industry
KTK-R-15-85,CLASS CC FAST ACTING FUSE 15A 600V,,Eaton Bussmann,,Eaton
ACS380-040S-02A6-4-85,MACHINERY DRIVE 1HP 480V 3PH IP20,ABB,ABB Installation,,
AML21BBA2AA-85,PUSHBUTTON PUSH-ON/PUSH-OFF SQUARE ILLUM,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
MA33D-1/4-85,PRESSURE GAUGE 0-160 PSI 1/4 NPT BACK MOUNT,PARKER,Parker Hannifin,PARKER,Parker Hannifin
1756-L83E-86,CONTROLLOGIX 5580 CONTROLLER 10MB,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
TM221CE16R-86,MODICON M221 PLC 16 IO RELAY ETHERNET,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3SE5112-0CD02-86,LIMIT SWITCH METAL ENCLOSURE ROLLER PLUNGER,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
DG1-34012FB-C21C-86,POWERXL DG1 VFD 7.5HP 480V IP21,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
XT2N 125 EKIP LS/I IN=25A-86,TMAX XT2 CIR BRKR 25A 3P 600V,ABB,ABB Installation,BALDOR,ABB Inc
SZL-VL-S-J-86,MINIATURE LIMIT SWITCH CROSS ROLLER PLUNGER,HONEYWELL,,HONEYWELL,Honeywell International
06F22AC-86,PNEUMATIC FILTER 1/4 NPT 5 MICRON COMPACT,,Parker Hannifin,,Parker Hannifin
800T-A1A-87,PUSHBUTTON 30.5MM MOMENTARY BLACK FLUSH,ALLEN BRADLEY,Allen-Bradley,,
XB4BA21-87,PUSHBUTTON 22MM FLUSH BLACK SPRING RETURN,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6SL3210-1KE13-2UB2-87,SINAMICS G120C 1.5KW 400V 3AC PROFINET,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
